name,city,cuisines,rating,budget_tier,address,vegetarian,source
Gajalee Mangalore,Mangalore,Mangalorean | Seafood | Goan,4.4,Rs 500-2000,"Hotel Deepa Comforts, M G Road",No,https://wibest.in/restaurants/mangalore/
Dalma Restaurant,Bhubaneswar,Odia | Vegetarian | Thali,4.6,Rs 500-2000,"Saheed Nagar, near AG Square",Yes,https://wibest.in/restaurants/bhubaneswar/
Hare Krishna Restaurant,Bhubaneswar,South Indian | Vegetarian | Thali,4.5,Rs 500-2000,"Master Canteen Square, Sahid Nagar",Yes,https://wibest.in/restaurants/bhubaneswar/
Truptee,Bhubaneswar,Odia | Vegetarian | Sweets,4.4,Under Rs 500,Saheed Nagar Main Road,Yes,https://wibest.in/restaurants/bhubaneswar/
Mauli Tiffin Centre,Bhubaneswar,Odia | Bengali | Sweets,4.5,Under Rs 500,"Old Town, near Lingaraj Temple",Yes,https://wibest.in/restaurants/bhubaneswar/
Kanika Mayfair,Bhubaneswar,Odia | Continental | Multi-Cuisine,4.4,Rs 2000+,"Mayfair Lagoon, Jaydev Vihar",Yes,https://wibest.in/restaurants/bhubaneswar/
Chappan Bhog,Bhubaneswar,Odia | Sweets | Vegetarian,4.5,Under Rs 500,Master Canteen Square,Yes,https://wibest.in/restaurants/bhubaneswar/
Tangerine 9,Bhubaneswar,Continental | Italian | Cafe,4.4,Rs 500-2000,"Esplanade One Mall, Rasulgarh",No,https://wibest.in/restaurants/bhubaneswar/
Wildflower at Mayfair,Bhubaneswar,Multi-Cuisine | Continental | Asian,4.5,Rs 2000+,"Mayfair Lagoon, Jaydev Vihar",No,https://wibest.in/restaurants/bhubaneswar/
Cafe Coffee Day Janpath,Bhubaneswar,Cafe | Continental | Desserts,4.1,Rs 500-2000,"Janpath Road, Master Canteen",No,https://wibest.in/restaurants/bhubaneswar/
Odisha Hotel,Bhubaneswar,Odia | Bengali | Thali,4.5,Under Rs 500,"Bapuji Nagar, near Forest Park",No,https://wibest.in/restaurants/bhubaneswar/
Khorikaa,Guwahati,Assamese | Naga | Tribal,4.6,Rs 500-2000,"GS Road, Bhangagarh",No,https://wibest.in/restaurants/guwahati/
Paradise Restaurant,Guwahati,Assamese | Bengali | Multi-Cuisine,4.4,Rs 500-2000,"GNB Road, Silpukhuri",No,https://wibest.in/restaurants/guwahati/
Heritage Khorikaa,Guwahati,Assamese | Tribal | Vegetarian,4.5,Rs 500-2000,"6 Mile, VIP Road",No,https://wibest.in/restaurants/guwahati/
Beatrouts,Guwahati,Cafe | Continental | Italian,4.4,Rs 500-2000,"Zoo Road, near Hub Mall",No,https://wibest.in/restaurants/guwahati/
Kiran's Kitchen,Guwahati,North Indian | Mughlai | Tandoor,4.3,Rs 500-2000,"Sundarpur, Beltola",No,https://wibest.in/restaurants/guwahati/
Mainland China Guwahati,Guwahati,Chinese | Asian | Pan-Asian,4.3,Rs 500-2000,"Hub Mall, Zoo Road",No,https://wibest.in/restaurants/guwahati/
Sundarban Resort,Guwahati,Bengali | Assamese | Multi-Cuisine,4.3,Rs 2000+,"VIP Road, near Khanapara",No,https://wibest.in/restaurants/guwahati/
Cafe Hendrix,Guwahati,Cafe | Continental | Mexican,4.4,Rs 500-2000,"GS Road, Christian Basti",No,https://wibest.in/restaurants/guwahati/
Naga Kitchen,Guwahati,Naga | Tribal | Smoked Meat,4.4,Rs 500-2000,"Hatigaon, Lachit Nagar",No,https://wibest.in/restaurants/guwahati/
Saffron Mayfair,Guwahati,Multi-Cuisine | Continental | Indian,4.4,Rs 2000+,"Vivanta Guwahati, Khanapara",No,https://wibest.in/restaurants/guwahati/
Villa Maya,Trivandrum,Continental | European | Fine Dining,4.5,Rs 2000+,"Airport Road, Anayara",No,https://wibest.in/restaurants/trivandrum/
Mathrubhumi Hotel,Trivandrum,Kerala | South Indian | Sadya,4.5,Under Rs 500,"Statue Junction, near Secretariat",Yes,https://wibest.in/restaurants/trivandrum/
Kalavara Restaurant,Trivandrum,Kerala | Seafood | South Indian,4.4,Rs 500-2000,"Press Road, Statue Junction",No,https://wibest.in/restaurants/trivandrum/
Travancore Court,Trivandrum,Multi-Cuisine | Continental | Indian,4.4,Rs 2000+,"Hotel Travancore Court, Thycaud",No,https://wibest.in/restaurants/trivandrum/
Ariya Niwas,Trivandrum,Kerala | South Indian | Vegetarian,4.4,Under Rs 500,"Aristo Junction, Manorama Road",Yes,https://wibest.in/restaurants/trivandrum/
Cafe Coffee Day Statue,Trivandrum,Cafe | Continental | Desserts,4.1,Rs 500-2000,"Statue Junction, M G Road",No,https://wibest.in/restaurants/trivandrum/
Sea Shells Restaurant,Trivandrum,Kerala | Seafood | Continental,4.3,Rs 500-2000,"Hotel Mascot, Palayam",No,https://wibest.in/restaurants/trivandrum/
Hotel Rahmaniya,Trivandrum,Kerala | Mughlai | Biryani,4.4,Under Rs 500,"Vazhuthacaud, near GPO",No,https://wibest.in/restaurants/trivandrum/
Cafe Mojo,Trivandrum,Cafe | Continental | Italian,4.3,Rs 500-2000,"Mall of Travancore, Chackai",No,https://wibest.in/restaurants/trivandrum/
Zam Zam Restaurant,Trivandrum,Kerala | Malabar | Biryani,4.4,Under Rs 500,"Pulimoodu, near Connemara Market",No,https://wibest.in/restaurants/trivandrum/
Kaveri Restaurant,Ranchi,North Indian | Mughlai | Tandoor,4.4,Rs 500-2000,"Main Road, near Albert Ekka Chowk",No,https://wibest.in/restaurants/ranchi/
Jharkhand Tribal Kitchen,Ranchi,Jharkhandi | Tribal | Local,4.5,Rs 500-2000,"Argora Square, near Birsa Park",No,https://wibest.in/restaurants/ranchi/
Capitol Hill Hotel Restaurant,Ranchi,Multi-Cuisine | Continental | Indian,4.3,Rs 500-2000,"Main Road, Sujata Chowk",No,https://wibest.in/restaurants/ranchi/
Yellow Sapphire,Ranchi,Multi-Cuisine | Continental | Asian,4.4,Rs 2000+,"Radisson Blu, Main Road",No,https://wibest.in/restaurants/ranchi/
Punjabi Rasoi,Ranchi,Punjabi | North Indian | Tandoor,4.3,Rs 500-2000,"Lalpur Chowk, Kanke Road",No,https://wibest.in/restaurants/ranchi/
Cafe Regal,Ranchi,Cafe | Continental | Italian,4.3,Rs 500-2000,"Main Road, near Hotel BNR Chanakya",No,https://wibest.in/restaurants/ranchi/
Hotel Yuvraj Restaurant,Ranchi,North Indian | Bengali | Mughlai,4.2,Rs 500-2000,"Doranda, near Big Bazaar",No,https://wibest.in/restaurants/ranchi/
Domino's Pizza Lalpur,Ranchi,Italian | Pizza | Fast Food,4.1,Rs 500-2000,"Lalpur, near Albert Ekka Chowk",No,https://wibest.in/restaurants/ranchi/
Litti Galli,Ranchi,Bihari | Jharkhandi | Litti Chokha,4.4,Under Rs 500,"Kachehri Chowk, near Jail Chowk",No,https://wibest.in/restaurants/ranchi/
The Big Banyan,Ranchi,Multi-Cuisine | Continental | Indian,4.3,Rs 500-2000,"Ranchi Club Road, near Albert Ekka Chowk",No,https://wibest.in/restaurants/ranchi/
