name,city,type,beds,rating,specialties,nabh,address,source
Reliance Hospital Navi Mumbai,Navi Mumbai,Trust,345,4.3,Cardiology | Cardiothoracic Surgery | Oncology | Neurosciences | Critical Care,true,"Prabhat Colony, Sector 31, Vashi, Navi Mumbai 400703",https://wibest.in/hospitals/navi-mumbai/
Terna Specialty Hospital,Navi Mumbai,Private,240,4.1,Cardiology | Neurology | Orthopedics | Gastroenterology | Gynaecology,true,"Sector 12, Phase II, Nerul, Navi Mumbai 400706",https://wibest.in/hospitals/navi-mumbai/
D Y Patil Hospital Navi Mumbai,Navi Mumbai,Trust,1100,4.2,Cardiology | Cardiac Surgery | Oncology | Neurosurgery | Transplant,true,"Sector 5, Nerul, Navi Mumbai 400706",https://wibest.in/hospitals/navi-mumbai/
Aditya Birla Memorial Hospital,Pimpri-Chinchwad,Trust,500,4.4,Cardiology | Cardiac Surgery | Oncology | Neurosciences | Orthopedics,true,"Aditya Birla Hospital Marg, Thergaon, Pimpri-Chinchwad 411033",https://wibest.in/hospitals/pimpri-chinchwad/
D Y Patil Hospital Pimpri,Pimpri-Chinchwad,Trust,1300,4.2,Cardiology | Neurosciences | Oncology | Nephrology | Orthopedics,true,"Sant Tukaram Nagar, Pimpri 411018",https://wibest.in/hospitals/pimpri-chinchwad/
Lokmanya Hospital Pune,Pimpri-Chinchwad,Private,175,4.3,Orthopedics | Joint Replacement | Cardiology | Neurology | Spine Surgery,true,"Plot 314, Telco Road, Chinchwad 411033",https://wibest.in/hospitals/pimpri-chinchwad/
Niramaya Hospital,Pimpri-Chinchwad,Private,140,4.2,Cardiology | Critical Care | Orthopedics | Gynaecology | Internal Medicine,true,"Chinchwad Station Road, Chinchwad 411033",https://wibest.in/hospitals/pimpri-chinchwad/
Kiran Multi Super Speciality Hospital,Surat,Trust,800,4.4,Cardiology | Cardiac Surgery | Oncology | Neurosciences | Transplant,true,"Sumul Dairy Road, Katargam, Surat 395004",https://wibest.in/hospitals/surat/
BAPS Pramukh Swami Hospital,Surat,Trust,225,4.5,Cardiology | Cardiac Surgery | Oncology | Orthopedics | Nephrology,true,"Vasta Devdi Road, Adajan, Surat 395009",https://wibest.in/hospitals/surat/
Sunshine Global Hospital Surat,Surat,Private,160,4.3,Cardiology | Neurology | Bariatric Surgery | IVF | Critical Care,true,"Piplod-Magdalla Main Road, Dumas Road, Surat 395007",https://wibest.in/hospitals/surat/
Apple Hospital Surat,Surat,Private,200,4.3,Cardiology | Neurology | Orthopedics | Gastroenterology | Critical Care,true,"Udhana Magdalla Road, Vesu, Surat 395007",https://wibest.in/hospitals/surat/
Mahavir Hospital Surat,Surat,Trust,300,4.2,Cardiology | Neurology | Oncology | Orthopedics | Gynaecology,true,"Athwa Lines, Surat 395001",https://wibest.in/hospitals/surat/
Smimer Hospital Surat,Surat,Government,850,3.9,General Medicine | Surgery | Cardiology | Orthopedics | Trauma,false,"Umarwada, Surat 395010",https://wibest.in/hospitals/surat/
Yash Hospital Surat,Surat,Private,120,4.3,Cardiology | Internal Medicine | Pulmonology | Orthopedics | Gynaecology,true,"Citylight Road, Athwa, Surat 395007",https://wibest.in/hospitals/surat/
Tristar Hospital Surat,Surat,Private,140,4.2,Cardiology | Neurology | Orthopedics | Gastroenterology | Bariatric Surgery,true,"VIP Main Road, Vesu, Surat 395007",https://wibest.in/hospitals/surat/
KMC Hospital Mangalore,Mangalore,Trust,600,4.5,Cardiology | Cardiothoracic Surgery | Oncology | Neurology | Transplant,true,"Dr B R Ambedkar Circle, Mangalore 575001",https://wibest.in/hospitals/mangalore/
Father Muller Medical College Hospital,Mangalore,Trust,1300,4.4,Cardiology | Oncology | Neurology | Orthopedics | Trauma,true,"Father Muller Road, Kankanady, Mangalore 575002",https://wibest.in/hospitals/mangalore/
AJ Hospital Mangalore,Mangalore,Trust,725,4.4,Cardiology | Cardiac Surgery | Oncology | Neurology | Renal Sciences,true,"Kuntikan, NH-66, Mangalore 575004",https://wibest.in/hospitals/mangalore/
Yenepoya Specialty Hospital,Mangalore,Trust,550,4.3,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology,true,"Deralakatte, Mangalore 575018",https://wibest.in/hospitals/mangalore/
Indiana Hospital Mangalore,Mangalore,Private,200,4.3,Cardiology | Cardiac Surgery | Neurology | Orthopedics | Gynaecology,true,"Pumpwell, Mangalore 575002",https://wibest.in/hospitals/mangalore/
Unity Hospital Mangalore,Mangalore,Private,170,4.3,Cardiology | Neurology | Orthopedics | Critical Care | General Surgery,true,"Highlands, Falnir, Mangalore 575002",https://wibest.in/hospitals/mangalore/
Mangala Hospital,Mangalore,Private,120,4.2,Orthopedics | Joint Replacement | Spine Surgery | General Surgery | Internal Medicine,true,"Kadri, Mangalore 575003",https://wibest.in/hospitals/mangalore/
Wenlock District Hospital,Mangalore,Government,600,3.8,General Medicine | Surgery | Gynaecology | Paediatrics | Trauma,false,"Hampankatta, Mangalore 575001",https://wibest.in/hospitals/mangalore/
Kauvery Hospital Trichy,Trichy,Private,175,4.5,Cardiology | Cardiac Surgery | Neurosciences | Orthopedics | Critical Care,true,"Tennur High Road, Tennur, Trichy 620017",https://wibest.in/hospitals/trichy/
Apollo Speciality Hospital Trichy,Trichy,Private,120,4.4,Cardiology | Neurology | Oncology | Orthopedics | Gastroenterology,true,"Lake View Road, K K Nagar, Trichy 620021",https://wibest.in/hospitals/trichy/
Kavery Medical Centre,Trichy,Private,200,4.3,Cardiology | Cardiothoracic Surgery | Nephrology | Renal Transplant | Gastroenterology,true,"4/440 Alexandria Road, Cantonment, Trichy 620001",https://wibest.in/hospitals/trichy/
Trichy SRM Medical College Hospital,Trichy,Trust,1000,4.2,Cardiology | Neurology | Oncology | Orthopedics | Trauma,true,"Irungalur, Trichy 621105",https://wibest.in/hospitals/trichy/
Mahatma Gandhi Memorial Hospital,Trichy,Government,1450,3.9,General Medicine | Cardiology | Surgery | Orthopedics | Trauma,false,"Cantonment, Trichy 620001",https://wibest.in/hospitals/trichy/
Sudha Hospital Trichy,Trichy,Private,120,4.3,Cardiology | Neurology | Orthopedics | IVF | Gynaecology,true,"Sastri Road, Thillai Nagar, Trichy 620018",https://wibest.in/hospitals/trichy/
ABC Hospital Trichy,Trichy,Private,140,4.2,Cardiology | Internal Medicine | Orthopedics | Gastroenterology | Critical Care,true,"Williams Road, Cantonment, Trichy 620001",https://wibest.in/hospitals/trichy/
Vikram ENT Hospital,Trichy,Private,80,4.4,ENT | Audiology | Cochlear Implant | Head and Neck Surgery,true,"4 Beema Nagar, Trichy 620001",https://wibest.in/hospitals/trichy/
